revision,l2_tick_id,l4_tick_id,A_ms,B_ms,C_ms,D_ms,E_ms,total_ms,publication_count_for_revision,l2_reject_reasons,complete_A_to_E,measurement_monotonic_ns,scan_end_monotonic_ns,snapshot_update_monotonic_ns,publication_monotonic_ns,l2_admission_monotonic_ns,l4_accepted_monotonic_ns
24,131,131,70.345587,12.916528,19.880685,32.920862,7.375807,143.439469,2,DUPLICATE|DUPLICATE,True,24842615166454,24842685512041,24842698428569,24842718309254,24842751230116,24842758605923
25,132,132,36.633146,0.599041,52.151894,1.636159,2.668184,93.688424,4,DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE,True,24842722145186,24842758778332,24842759377373,24842811529267,24842813165426,24842815833610
26,136,136,69.649212,7.271843,51.435964,34.91132,3.50193,166.770269,1,,True,24842828427544,24842898076756,24842905348599,24842956784563,24842991695883,24842995197813
27,137,137,29.524266,17.879783,14.50402,41.487695,7.715939,111.111703,3,DUPLICATE|DUPLICATE|DUPLICATE|STALE,True,24842927601022,24842957125288,24842975005071,24842989509091,24843030996786,24843038712725
28,140,140,61.486465,17.866375,63.584821,5.988057,2.548776,151.474494,1,DUPLICATE|DUPLICATE,True,24843018611752,24843080098217,24843097964592,24843161549413,24843167537470,24843170086246
29,143,143,42.396202,9.104966,84.145658,41.428436,2.859093,179.934355,2,DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE,True,24843122494418,24843164890620,24843173995586,24843258141244,24843299569680,24843302428773
30,145,145,74.677532,23.461856,59.717851,30.380512,20.960359,209.19811,3,DUPLICATE|DUPLICATE|DUPLICATE,True,24843239568151,24843314245683,24843337707539,24843397425390,24843427805902,24843448766261
31,,,78.528529,40.859506,19.395756,,,,1,STALE,False,24843392774212,24843471302741,24843512162247,24843531558003,,
32,147,147,22.488952,13.322957,55.746122,8.503092,9.210115,109.271238,1,,True,24843493791692,24843516280644,24843529603601,24843585349723,24843593852815,24843603062930
33,148,148,29.973084,21.742474,24.652031,31.052239,0.543577,107.963405,2,DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE,True,24843546253728,24843576226812,24843597969286,24843622621317,24843653673556,24843654217133
34,,,66.583109,4.991458,60.844803,,,,1,DUPLICATE,False,24843642809920,24843709393029,24843714384487,24843775229290,,
35,151,151,30.411753,2.581147,59.846907,0.576022,11.023091,104.43892,5,DUPLICATE|DUPLICATE|STALE|STALE,True,24843739804782,24843770216535,24843772797682,24843832644589,24843833220611,24843844243702
36,,,61.733392,141.757625,,,,,0,,False,24843831949927,24843893683319,24844035440944,,,
37,,,,,,,,,0,DUPLICATE|DUPLICATE|DUPLICATE,False,,,,,,
38,156,156,13.351781,50.227438,56.784572,3.756766,0.780116,124.900673,2,,True,24844026825842,24844040177623,24844090405061,24844147189633,24844150946399,24844151726515
39,157,157,54.854329,18.269878,22.692203,1.077766,1.40312,98.297296,5,DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE,True,24844095031952,24844149886281,24844168156159,24844190848362,24844191926128,24844193329248
40,162,162,60.492069,11.943688,125.590131,23.386449,4.93205,226.344387,2,,True,24844210378350,24844270870419,24844282814107,24844408404238,24844431790687,24844436722737
41,163,163,63.312708,13.862775,94.945654,1.676826,1.499528,175.297491,2,DUPLICATE|DUPLICATE|DUPLICATE,True,24844334183126,24844397495834,24844411358609,24844506304263,24844507981089,24844509480617
42,165,165,43.462477,13.021992,52.95627,31.539872,3.369836,144.350447,1,DUPLICATE|STALE,True,24844440958311,24844484420788,24844497442780,24844550399050,24844581938922,24844585308758
43,166,166,37.181334,9.137171,81.809383,8.024293,1.746715,137.898896,2,,True,24844521602122,24844558783456,24844567920627,24844649730010,24844657754303,24844659501018
44,167,167,42.349544,6.904137,54.857894,8.296702,0.497596,112.905873,3,DUPLICATE|DUPLICATE|DUPLICATE,True,24844601133000,24844643482544,24844650386681,24844705244575,24844713541277,24844714038873
45,170,170,59.218033,4.377584,63.460227,33.965221,1.338453,162.359518,3,DUPLICATE|DUPLICATE,True,24844702700577,24844761918610,24844766296194,24844829756421,24844863721642,24844865060095
46,173,173,70.93885,40.116224,28.638186,25.324146,2.033569,167.050975,2,DUPLICATE|DUPLICATE,True,24844832857459,24844903796309,24844943912533,24844972550719,24844997874865,24844999908434
47,175,175,46.129495,40.559337,67.645977,14.486928,5.066718,173.888455,1,DUPLICATE|DUPLICATE,True,24844949925803,24844996055298,24845036614635,24845104260612,24845118747540,24845123814258
48,176,176,30.70532,35.925678,78.890883,4.999273,8.807798,159.328952,3,DUPLICATE,True,24845026760618,24845057465938,24845093391616,24845172282499,24845177281772,24845186089570
49,178,178,47.93633,65.845279,38.423343,33.190975,6.761081,192.157008,2,DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE|STALE,True,24845105402268,24845153338598,24845219183877,24845257607220,24845290798195,24845297559276
50,181,181,62.544379,16.58696,172.980735,21.671677,4.338214,278.121965,2,,True,24845215882976,24845278427355,24845295014315,24845467995050,24845489666727,24845494004941
51,,,86.048532,20.908765,74.809931,,,,1,DUPLICATE,False,24845364475886,24845450524418,24845471433183,24845546243114,,
52,182,182,35.429786,27.805384,18.056229,1.683196,4.451399,87.425994,1,,True,24845485954203,24845521383989,24845549189373,24845567245602,24845568928798,24845573380197
53,183,183,25.511157,2.772166,46.800527,15.714861,1.080174,91.878885,1,DUPLICATE|DUPLICATE|DUPLICATE|STALE,True,24845546895145,24845572406302,24845575178468,24845621978995,24845637693856,24845638774030
54,185,185,32.201885,2.709555,106.459525,12.346043,0.628967,154.345975,2,DUPLICATE|DUPLICATE|DUPLICATE,True,24845604608187,24845636810072,24845639519627,24845745979152,24845758325195,24845758954162
55,187,187,56.014661,7.521678,45.537407,42.891612,10.749052,162.71441,3,DUPLICATE|DUPLICATE,True,24845692824732,24845748839393,24845756361071,24845801898478,24845844790090,24845855539142
56,,,54.219843,49.66223,69.09256,,,,1,DUPLICATE,False,24845803059236,24845857279079,24845906941309,24845976033869,,
57,190,190,48.949402,16.341198,107.247697,12.573767,0.487429,185.599493,1,,True,24845906228480,24845955177882,24845971519080,24846078766777,24846091340544,24846091827973
58,191,191,61.978662,4.769401,24.012212,40.698449,1.641511,133.100235,2,DUPLICATE|DUPLICATE|DUPLICATE,True,24846017156544,24846079135206,24846083904607,24846107916819,24846148615268,24846150256779
59,193,193,59.739981,5.568055,57.360372,9.845416,3.123909,135.637733,1,,True,24846138875186,24846198615167,24846204183222,24846261543594,24846271389010,24846274512919
60,194,194,36.530228,6.995694,51.314648,10.594291,5.025162,110.460023,1,DUPLICATE,True,24846235145395,24846271675623,24846278671317,24846329985965,24846340580256,24846345605418
61,195,195,33.613635,0.840154,22.072032,51.214351,1.151415,108.891587,2,DUPLICATE|DUPLICATE,True,24846305289258,24846338902893,24846339743047,24846361815079,24846413029430,24846414180845
62,198,198,88.059758,0.893487,96.179106,2.729777,6.688488,194.550616,2,DUPLICATE|DUPLICATE|DUPLICATE|STALE|STALE|STALE|STALE,True,24846426962650,24846515022408,24846515915895,24846612095001,24846614824778,24846621513266
63,200,200,43.644024,9.714564,55.543897,39.530683,7.002823,155.435991,1,,True,24846558666432,24846602310456,24846612025020,24846667568917,24846707099600,24846714102423
64,201,201,40.462236,14.769336,39.691758,40.803191,3.75521,139.481731,2,DUPLICATE|DUPLICATE,True,24846642772691,24846683234927,24846698004263,24846737696021,24846778499212,24846782254422
65,202,202,38.368249,3.974711,62.582222,8.521981,1.040433,114.487596,2,DUPLICATE|DUPLICATE|DUPLICATE,True,24846721603176,24846759971425,24846763946136,24846826528358,24846835050339,24846836090772
66,205,205,54.443354,0.764949,96.57409,8.078905,2.275385,162.136683,1,,True,24846814414779,24846868858133,24846869623082,24846966197172,24846974276077,24846976551462
67,206,206,50.046964,8.142867,35.51612,3.957877,6.387023,104.050851,2,DUPLICATE|DUPLICATE|DUPLICATE,True,24846918905097,24846968952061,24846977094928,24847012611048,24847016568925,24847022955948
68,208,208,33.235586,31.343685,89.998863,1.212693,3.687339,159.478166,2,DUPLICATE,True,24847002187647,24847035423233,24847066766918,24847156765781,24847157978474,24847161665813
69,209,209,55.320712,9.734841,55.569713,2.446441,2.06644,125.138147,3,DUPLICATE|DUPLICATE|DUPLICATE,True,24847090743944,24847146064656,24847155799497,24847211369210,24847213815651,24847215882091
70,212,212,56.797851,7.94981,59.547295,37.090889,4.334713,165.720558,2,DUPLICATE|DUPLICATE|DUPLICATE,True,24847202862506,24847259660357,24847267610167,24847327157462,24847364248351,24847368583064
71,214,214,36.901758,29.794305,56.167142,49.734397,13.602329,186.199931,2,DUPLICATE|DUPLICATE,True,24847296562115,24847333463873,24847363258178,24847419425320,24847469159717,24847482762046
72,215,215,48.817327,27.3899,90.31642,31.3525,3.305262,201.181409,1,DUPLICATE,True,24847382281199,24847431098526,24847458488426,24847548804846,24847580157346,24847583462608
73,216,216,59.863889,8.26485,57.295373,18.258637,8.434721,152.11747,3,DUPLICATE|DUPLICATE|DUPLICATE,True,24847490962414,24847550826303,24847559091153,24847616386526,24847634645163,24847643079884
74,,,67.667533,38.263785,73.607349,,,,1,,False,24847618493835,24847686161368,24847724425153,24847798032502,,
75,220,220,48.132581,12.409692,28.45024,31.631039,1.445083,122.068635,2,DUPLICATE|DUPLICATE,True,24847734293949,24847782426530,24847794836222,24847823286462,24847854917501,24847856362584
76,222,222,53.707229,5.166145,80.662579,0.668634,1.668567,141.873154,2,DUPLICATE|DUPLICATE|DUPLICATE|STALE,True,24847836133758,24847889840987,24847895007132,24847975669711,24847976338345,24847978006912
77,223,223,37.660041,8.019126,41.630363,15.318637,7.751883,110.38005,3,DUPLICATE|DUPLICATE|DUPLICATE,True,24847927501028,24847965161069,24847973180195,24848014810558,24848030129195,24848037881078
78,226,226,39.022624,34.127703,109.346043,26.373875,6.260282,215.130527,1,DUPLICATE|DUPLICATE,True,24848004183693,24848043206317,24848077334020,24848186680063,24848213053938,24848219314220
79,228,228,73.176809,21.391231,68.693058,34.151555,4.05673,201.469383,2,DUPLICATE|DUPLICATE,True,24848116383125,24848189559934,24848210951165,24848279644223,24848313795778,24848317852508
80,231,231,64.499252,11.25024,127.837979,12.395765,1.679289,217.662525,2,DUPLICATE|DUPLICATE,True,24848254059186,24848318558438,24848329808678,24848457646657,24848470042422,24848471721711
81,232,232,69.674175,4.646771,21.581807,48.553741,11.818836,156.27533,3,DUPLICATE|DUPLICATE|DUPLICATE,True,24848388232613,24848457906788,24848462553559,24848484135366,24848532689107,24848544507943
82,235,235,62.438674,11.4555,89.304617,25.065071,2.567609,190.831471,2,DUPLICATE,True,24848520345462,24848582784136,24848594239636,24848683544253,24848708609324,24848711176933
83,237,237,65.847159,25.235775,61.213898,15.81301,3.23204,171.341882,1,DUPLICATE|DUPLICATE|DUPLICATE|STALE,True,24848648631295,24848714478454,24848739714229,24848800928127,24848816741137,24848819973177
84,239,239,48.875994,5.241775,52.804306,37.434391,2.77,147.126466,2,DUPLICATE|DUPLICATE,True,24848763354447,24848812230441,24848817472216,24848870276522,24848907710913,24848910480913
85,241,241,29.194468,37.574651,62.105978,20.554448,2.132903,151.562448,2,DUPLICATE|DUPLICATE,True,24848841424908,24848870619376,24848908194027,24848970300005,24848990854453,24848992987356
86,242,242,57.49705,6.589357,55.591009,3.389282,2.705332,125.77203,1,DUPLICATE,True,24848928116425,24848985613475,24848992202832,24849047793841,24849051183123,24849053888455
87,244,244,31.813253,0.784043,90.609032,7.961441,0.592634,131.760403,1,DUPLICATE|DUPLICATE,True,24849017426727,24849049239980,24849050024023,24849140633055,24849148594496,24849149187130
88,245,245,48.976893,2.692906,58.55688,2.562443,0.572226,113.361348,3,DUPLICATE,True,24849098216872,24849147193765,24849149886671,24849208443551,24849211005994,24849211578220
89,247,247,60.721969,0.53904,60.821191,0.546393,0.953543,123.582136,3,DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE,True,24849207915733,24849268637702,24849269176742,24849329997933,24849330544326,24849331497869
90,252,252,50.96834,39.796221,80.172595,32.84401,3.455856,207.237022,1,DUPLICATE|DUPLICATE,True,24849319606042,24849370574382,24849410370603,24849490543198,24849523387208,24849526843064
91,254,254,59.748611,14.910467,116.197421,11.645724,3.891062,206.393285,1,DUPLICATE,True,24849430322992,24849490071603,24849504982070,24849621179491,24849632825215,24849636716277
92,255,255,21.051165,45.800556,82.292349,27.013935,21.483325,197.64133,2,,True,24849511122767,24849532173932,24849577974488,24849660266837,24849687280772,24849708764097
93,256,256,75.442425,24.36788,53.839924,6.699951,1.393546,161.743726,1,DUPLICATE|DUPLICATE|DUPLICATE|DUPLICATE|STALE|STALE,True,24849607616357,24849683058782,24849707426662,24849761266586,24849767966537,24849769360083
94,258,258,41.95431,13.814682,41.246083,26.601617,0.509448,124.12614,1,DUPLICATE|DUPLICATE,True,24849725013091,24849766967401,24849780782083,24849822028166,24849848629783,24849849139231
95,259,259,36.272921,4.258806,12.123264,35.827954,1.049581,89.532526,4,DUPLICATE|DUPLICATE|DUPLICATE,True,24849803240321,24849839513242,24849843772048,24849855895312,24849891723266,24849892772847
96,,,,,,,,,0,DUPLICATE|STALE|STALE,False,,,,,,
97,263,263,11.667215,6.572394,89.759046,7.379344,1.029785,116.407784,1,DUPLICATE,True,24850014593444,24850026260659,24850032833053,24850122592099,24850129971443,24850131001228
98,265,265,52.010717,5.549277,62.120792,9.131967,9.895676,138.708429,3,DUPLICATE|DUPLICATE|DUPLICATE,True,24850078271376,24850130282093,24850135831370,24850197952162,24850207084129,24850216979805
99,268,268,83.352458,14.991042,15.565601,3.859784,0.554134,118.323019,1,DUPLICATE|DUPLICATE,True,24850213634551,24850296987009,24850311978051,24850327543652,24850331403436,24850331957570
100,270,270,16.898767,41.098527,36.851406,9.551062,1.333119,105.732881,3,DUPLICATE|DUPLICATE,True,24850313885776,24850330784543,24850371883070,24850408734476,24850418285538,24850419618657
101,272,272,64.340835,55.508213,7.633271,4.801476,1.763882,134.047677,1,DUPLICATE,True,24850395125377,24850459466212,24850514974425,24850522607696,24850527409172,24850529173054
102,274,274,34.912635,3.522726,95.987642,24.098934,38.587214,197.109151,2,DUPLICATE|DUPLICATE,True,24850494378846,24850529291481,24850532814207,24850628801849,24850652900783,24850691487997
103,276,276,52.924233,10.92183,95.948123,10.18127,8.43824,178.413696,1,DUPLICATE,True,24850582215713,24850635139946,24850646061776,24850742009899,24850752191169,24850760629409
104,277,277,55.549703,7.753106,56.127642,17.343743,10.869533,147.643727,3,DUPLICATE|DUPLICATE|DUPLICATE,True,24850690689649,24850746239352,24850753992458,24850810120100,24850827463843,24850838333376
105,280,280,48.989124,33.592088,52.920195,37.0115,1.235045,173.747952,2,DUPLICATE,True,24850795228476,24850844217600,24850877809688,24850930729883,24850967741383,24850968976428
106,,,42.233996,38.588751,,,,,0,DUPLICATE|DUPLICATE|STALE,False,24850886451596,24850928685592,24850967274343,,,
107,281,281,48.777965,6.609006,60.007797,2.315052,0.991581,118.701401,4,DUPLICATE|DUPLICATE|DUPLICATE,True,24850977463557,24851026241522,24851032850528,24851092858325,24851095173377,24851096164958
108,285,285,78.322111,18.062747,49.525118,38.135229,2.86337,186.908575,1,,True,24851104563632,24851182885743,24851200948490,24851250473608,24851288608837,24851291472207
109,286,286,28.395425,12.067578,80.364985,4.381936,5.310664,130.520588,2,DUPLICATE|DUPLICATE,True,24851211281168,24851239676593,24851251744171,24851332109156,24851336491092,24851341801756
110,288,288,48.921929,3.789135,57.761449,10.321567,8.732816,129.526896,3,DUPLICATE|DUPLICATE,True,24851288598522,24851337520451,24851341309586,24851399071035,24851409392602,24851418125418
111,291,291,67.371002,0.71469,144.694291,16.32468,22.55348,251.658143,1,DUPLICATE|DUPLICATE|STALE,True,24851404891453,24851472262455,24851472977145,24851617671436,24851633996116,24851656549596
112,292,292,26.985842,73.27942,76.396848,35.532119,14.540021,226.73425,2,DUPLICATE,True,24851499248297,24851526234139,24851599513559,24851675910407,24851711442526,24851725982547
113,294,294,75.68626,47.730161,61.83005,26.093966,3.369299,214.709736,1,DUPLICATE|DUPLICATE|STALE,True,24851601920399,24851677606659,24851725336820,24851787166870,24851813260836,24851816630135
114,295,295,55.45586,5.852501,47.866866,17.738948,2.797537,129.711712,2,DUPLICATE,True,24851733062519,24851788518379,24851794370880,24851842237746,24851859976694,24851862774231
115,297,297,28.493352,13.146085,55.2436,119.032421,0.940098,216.855556,3,DUPLICATE|STALE|DUPLICATE,True,24851817011730,24851845505082,24851858651167,24851913894767,24852032927188,24852033867286
116,,,104.630976,38.782863,,,,,0,,False,24851950136057,24852054767033,24852093549896,,,
117,,,23.297948,29.995639,35.961697,,,,1,,False,24852078064980,24852101362928,24852131358567,24852167320264,,
118,300,300,23.870637,37.938006,19.537534,3.675227,1.020359,86.041763,2,DUPLICATE|DUPLICATE|DUPLICATE,True,24852125233564,24852149104201,24852187042207,24852206579741,24852210254968,24852211275327
119,303,303,42.858417,7.329826,62.094699,2.630999,0.523059,115.437,3,DUPLICATE|DUPLICATE,True,24852191962618,24852234821035,24852242150861,24852304245560,24852306876559,24852307399618
120,306,306,58.985309,2.949315,76.3162,0.99421,0.473003,139.718037,3,DUPLICATE|DUPLICATE|DUPLICATE|STALE|STALE|STALE,True,24852293806344,24852352791653,24852355740968,24852432057168,24852433051378,24852433524381
121,,,39.734508,32.634119,52.386433,,,,1,,False,24852392526161,24852432260669,24852464894788,24852517281221,,
122,309,309,48.517019,5.601888,48.793076,7.996478,1.24436,112.152821,3,DUPLICATE|DUPLICATE|STALE,True,24852480777687,24852529294706,24852534896594,24852583689670,24852591686148,24852592930508
123,,,59.156292,58.197933,88.355555,,,,1,,False,24852588450997,24852647607289,24852705805222,24852794160777,,
124,313,313,45.122914,53.029048,28.943706,12.791657,2.556443,142.443768,2,,True,24852692730202,24852737853116,24852790882164,24852819825870,24852832617527,24852835173970
125,314,314,48.383444,22.285904,16.285291,2.666721,1.43225,91.05361,3,DUPLICATE|DUPLICATE,True,24852786236559,24852834620003,24852856905907,24852873191198,24852875857919,24852877290169
126,317,317,46.985963,6.965804,63.060243,10.323548,5.774686,133.110244,3,DUPLICATE,True,24852881605965,24852928591928,24852935557732,24852998617975,24853008941523,24853014716209
127,319,319,48.954698,8.044422,87.423216,26.497894,33.535773,204.456003,2,DUPLICATE,True,24852977546625,24853026501323,24853034545745,24853121968961,24853148466855,24853182002628
128,321,321,56.259588,41.168193,49.229986,27.462863,0.45917,174.5798,3,DUPLICATE|DUPLICATE,True,24853082760910,24853139020498,24853180188691,24853229418677,24853256881540,24853257340710
129,324,324,83.474681,5.246478,44.237195,14.836781,4.990848,152.785983,2,DUPLICATE,True,24853222495178,24853305969859,24853311216337,24853355453532,24853370290313,24853375281161
130,326,326,45.895298,22.100143,43.255577,27.83794,7.912792,147.00175,2,DUPLICATE,True,24853351865157,24853397760455,24853419860598,24853463116175,24853490954115,24853498866907
131,328,328,54.783476,21.615047,42.115718,43.714895,4.001489,166.230625,1,,True,24853452543931,24853507327407,24853528942454,24853571058172,24853614773067,24853618774556
132,329,329,24.148527,7.016286,97.879969,10.69368,23.644654,163.383116,2,,True,24853531475934,24853555624461,24853562640747,24853660520716,24853671214396,24853694859050
133,330,330,39.682952,15.471434,91.744039,40.559671,11.827336,199.285432,1,,True,24853595307413,24853634990365,24853650461799,24853742205838,24853782765509,24853794592845
134,331,331,57.814487,0.989932,42.316941,49.758638,3.282781,154.162779,3,DUPLICATE,True,24853692804851,24853750619338,24853751609270,24853793926211,24853843684849,24853846967630
135,333,333,64.26688,7.386381,64.30438,7.074417,14.977449,158.009507,1,,True,24853814886218,24853879153098,24853886539479,24853950843859,24853957918276,24853972895725
136,334,334,38.233933,7.953534,98.914919,7.871644,1.689622,154.663652,2,DUPLICATE,True,24853917387031,24853955620964,24853963574498,24854062489417,24854070361061,24854072050683
137,336,336,54.313955,8.29735,103.586376,16.911277,2.435941,185.544899,2,,True,24854009934918,24854064248873,24854072546223,24854176132599,24854193043876,24854195479817
138,337,337,53.358569,6.307319,87.368623,4.086619,12.256801,163.377931,3,DUPLICATE,True,24854117607441,24854170966010,24854177273329,24854264641952,24854268728571,24854280985372
139,,,57.575568,16.445533,194.252464,,,,3,,False,24854228541578,24854286117146,24854302562679,24854496815143,,
140,,,95.532676,9.43682,27.677809,,,,1,,False,24854381649822,24854477182498,24854486619318,24854514297127,,
141,,,10.45892,14.506409,18.807548,,,,1,,False,24854487641417,24854498100337,24854512606746,24854531414294,,
142,,,15.279238,7.787699,69.971546,,,,4,,False,24854513379575,24854528658813,24854536446512,24854606418058,,
143,,,48.90791,6.139484,,,,,0,,False,24854577566723,24854626474633,24854632614117,,,
144,,,50.192974,7.325547,,,,,0,,False,24854676667607,24854726860581,24854734186128,,,
145,,,50.371484,8.25635,,,,,0,,False,24854777232065,24854827603549,24854835859899,,,
