timestamp,throttled,ext5v,temp_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz
2026-07-15T13:43:16.493,throttled=0x0,EXT5V_V volt(24)=4.92048000V,56.75,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:17.492,throttled=0x0,EXT5V_V volt(24)=4.92182000V,57.85,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:18.491,throttled=0x0,EXT5V_V volt(24)=4.92584000V,56.75,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:19.497,throttled=0x0,EXT5V_V volt(24)=4.93120000V,57.3,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:20.498,throttled=0x0,EXT5V_V volt(24)=4.93120000V,57.3,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:21.498,throttled=0x0,EXT5V_V volt(24)=4.92584000V,56.75,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:22.498,throttled=0x0,EXT5V_V volt(24)=4.96202000V,56.75,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:23.499,throttled=0x0,EXT5V_V volt(24)=4.95264000V,56.75,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:24.502,throttled=0x0,EXT5V_V volt(24)=4.94058000V,56.75,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:25.503,throttled=0x0,EXT5V_V volt(24)=4.93656000V,57.85,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:26.503,throttled=0x0,EXT5V_V volt(24)=4.94594000V,57.3,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:27.500,throttled=0x0,EXT5V_V volt(24)=4.96202000V,56.2,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:28.505,throttled=0x0,EXT5V_V volt(24)=4.92584000V,55.65,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:29.499,throttled=0x0,EXT5V_V volt(24)=4.93120000V,58.4,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:30.502,throttled=0x0,EXT5V_V volt(24)=4.90842000V,57.3,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:31.506,throttled=0x0,EXT5V_V volt(24)=4.91646000V,56.75,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:32.500,throttled=0x0,EXT5V_V volt(24)=4.95264000V,55.65,2400.0,2400.0,2400.0,2400.0
