timestamp,throttled,ext5v,temp_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz
2026-07-15T13:43:33.500,throttled=0x0,EXT5V_V volt(24)=4.91914000V,58.4,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:34.500,throttled=0x0,EXT5V_V volt(24)=4.95264000V,56.75,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:35.502,throttled=0x0,EXT5V_V volt(24)=4.94594000V,57.3,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:36.500,throttled=0x0,EXT5V_V volt(24)=4.96470000V,57.85,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:37.503,throttled=0x0,EXT5V_V volt(24)=4.93522000V,58.95,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:38.501,throttled=0x0,EXT5V_V volt(24)=4.92316000V,57.3,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:39.503,throttled=0x0,EXT5V_V volt(24)=4.92986000V,59.5,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:40.501,throttled=0x0,EXT5V_V volt(24)=4.91512000V,57.3,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:41.501,throttled=0x0,EXT5V_V volt(24)=4.97408000V,56.75,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:42.505,throttled=0x0,EXT5V_V volt(24)=4.89368000V,57.3,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:43.503,throttled=0x0,EXT5V_V volt(24)=4.90172000V,57.85,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:44.504,throttled=0x0,EXT5V_V volt(24)=4.89770000V,57.85,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:45.506,throttled=0x0,EXT5V_V volt(24)=4.84410000V,60.6,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:46.506,throttled=0x0,EXT5V_V volt(24)=4.93120000V,59.5,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:47.505,throttled=0x0,EXT5V_V volt(24)=4.90440000V,58.95,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:48.505,throttled=0x0,EXT5V_V volt(24)=4.92852000V,58.95,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:49.510,throttled=0x0,EXT5V_V volt(24)=4.88832000V,60.05,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:50.504,throttled=0x0,EXT5V_V volt(24)=4.93656000V,58.4,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:51.505,throttled=0x0,EXT5V_V volt(24)=4.92584000V,58.4,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:52.506,throttled=0x0,EXT5V_V volt(24)=4.90842000V,57.85,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:53.505,throttled=0x0,EXT5V_V volt(24)=4.92986000V,57.85,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:54.504,throttled=0x0,EXT5V_V volt(24)=4.91378000V,58.95,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:55.504,throttled=0x0,EXT5V_V volt(24)=4.91914000V,58.95,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:56.514,throttled=0x0,EXT5V_V volt(24)=4.86822000V,58.4,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:57.505,throttled=0x0,EXT5V_V volt(24)=4.90976000V,60.05,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:58.507,throttled=0x0,EXT5V_V volt(24)=4.88832000V,59.5,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:43:59.504,throttled=0x0,EXT5V_V volt(24)=4.92986000V,59.5,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:00.506,throttled=0x0,EXT5V_V volt(24)=4.89904000V,59.5,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:01.508,throttled=0x0,EXT5V_V volt(24)=4.91512000V,58.95,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:02.508,throttled=0x0,EXT5V_V volt(24)=4.89904000V,58.95,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:03.510,throttled=0x0,EXT5V_V volt(24)=4.89904000V,59.5,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:04.508,throttled=0x0,EXT5V_V volt(24)=4.90976000V,58.4,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:05.516,throttled=0x0,EXT5V_V volt(24)=4.81194000V,58.4,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:06.507,throttled=0x0,EXT5V_V volt(24)=4.92986000V,57.85,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:07.509,throttled=0x0,EXT5V_V volt(24)=4.90440000V,60.05,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:08.515,throttled=0x0,EXT5V_V volt(24)=4.81328000V,59.5,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:09.513,throttled=0x0,EXT5V_V volt(24)=4.85750000V,60.05,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:10.515,throttled=0x0,EXT5V_V volt(24)=4.96336000V,58.4,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:11.513,throttled=0x0,EXT5V_V volt(24)=4.92048000V,59.5,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:12.515,throttled=0x0,EXT5V_V volt(24)=4.90976000V,59.5,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:13.518,throttled=0x0,EXT5V_V volt(24)=4.93790000V,60.05,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:14.512,throttled=0x0,EXT5V_V volt(24)=4.88698000V,58.95,2400.0,2400.0,2400.0,2400.0
2026-07-15T13:44:15.512,throttled=0x0,EXT5V_V volt(24)=4.93522000V,58.95,2400.0,2400.0,2400.0,2400.0
